target,model_name,cv_roc_auc_mean,cv_roc_auc_std
baseline_intent_failed,proxy_logreg,0.7979871862841608,0.008535301267391035
baseline_intent_failed,taxonomy_logreg,0.7996242391095292,0.01202928239861722
baseline_intent_failed,combined_no_interaction_logreg,0.8418420511901317,0.009605218695547918
baseline_intent_failed,combined_full_logreg,0.8418400852175708,0.009619062722036616
finetuned_intent_failed,proxy_logreg,0.6991869664085407,0.010873533351044334
finetuned_intent_failed,taxonomy_logreg,0.8174954730746963,0.010369393714543467
finetuned_intent_failed,combined_no_interaction_logreg,0.83377920305803,0.009071238707796197
finetuned_intent_failed,combined_full_logreg,0.8337037533217299,0.009119856146352957
