error_type,baseline_samples,baseline_failure_rate,baseline_low_impact_rate,baseline_mean_edits,baseline_mean_overlap,finetuned_samples,finetuned_failure_rate,finetuned_low_impact_rate,finetuned_mean_edits,finetuned_mean_overlap,failure_rate_reduction,count_change
number_error,488,0.6823770491803278,0.3176229508196721,6.598360655737705,0.2296956039153666,253,0.2885375494071146,0.7114624505928854,3.8616600790513833,0.4881534242272415,0.3938394997732132,235
proper_noun_error,7573,0.6454509441436683,0.3545490558563317,4.054007658787799,0.3020662796930415,6487,0.2982888854632342,0.7017111145367658,2.310775396947742,0.5294706700193705,0.34716205868043415,1086
deletion,19,0.2105263157894736,0.7894736842105263,1.105263157894737,0.787425001898686,59,0.0847457627118644,0.9152542372881356,1.0847457627118644,0.7964273485459925,0.1257805530776092,-40
entity_error,43,0.0930232558139534,0.9069767441860463,1.3255813953488371,0.722732629127978,46,0.0434782608695652,0.9565217391304348,1.1521739130434785,0.7699526319091538,0.0495449949443882,-3
no_error,565,0.2035398230088495,0.0,0.0,1.0,1843,0.1589799240368963,0.0,0.0,1.0,0.04455989897195323,-1278
